,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,on_id_freq,off_id,off_id_freq,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
860,8,"Sat 17 Sep 2022, 15:00 BST",Newcastle United,Bournemouth,1,1,1725581,71,substitution,"Substitution, Newcastle United. Jacob Murphy replaces Ryan Fraser.","[9662, 8052]",74987,4256,Jacob Murphy,Ryan Fraser,9662,9,8052,3,p114243,p90105,365,359,23,15,NEW,FALSE
862,8,"Sat 17 Sep 2022, 17:30 BST",Tottenham Hotspur,Leicester City,6,2,1725942,74,substitution,"Substitution, Leicester City. Kelechi Iheanacho replaces Kiernan Dewsbury-Hall.","[13554, 14706]",74989,4418,Kelechi Iheanacho,Kiernan Dewsbury-Hall,13554,9,14706,4,p173515,p215413,262,266,26,10,LEI,FALSE
904,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727637,75,substitution,"Substitution, Chelsea. Armando Broja replaces Pierre-Emerick Aubameyang.","[31442, 5110]",74993,4499,Armando Broja,Pierre-Emerick Aubameyang,31442,9,5110,3,p440323,p54694,150,617,4,6,CHE,FALSE
3,10,"Sat 8 Oct 2022, 15:00 BST",Bournemouth,Leicester City,2,1,1733812,77,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Philip Billing.","[50460, 8882]",75002,4578,Jaidon Anthony,Philip Billing,50460,8,8882,8,p444180,p168991,75,70,127,3,BOU,FALSE
14,10,"Sat 8 Oct 2022, 15:00 BST",Chelsea,Wolverhampton Wanderers,3,0,1733700,56,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Diego Costa.","[20337, 4941]",75004,3330,Hwang Hee-Chan,Diego Costa,20337,8,4941,4,p184754,p18507,481,625,38,20,WOL,FALSE
20,10,"Sat 8 Oct 2022, 15:00 BST",Manchester City,Southampton,4,0,1733772,70,substitution,"Substitution, Manchester City. Julián Álvarez replaces Kevin De Bruyne.","[52723, 4288]",75007,4191,Julián Álvarez,Kevin De Bruyne,52723,8,4288,5,p461358,p61366,319,301,11,13,MCI,FALSE
32,10,"Sat 8 Oct 2022, 15:00 BST",Newcastle United,Brentford,5,1,1733720,63,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",75008,3733,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
42,10,"Sun 9 Oct 2022, 14:00 BST",Crystal Palace,Leeds United,2,1,1734576,86,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",75005,5133,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
44,10,"Sun 9 Oct 2022, 14:00 BST",Crystal Palace,Leeds United,2,1,1734567,84,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Marc Roca.","[51754, 22656]",75005,4986,Joe Gelhardt,Marc Roca,51754,8,22656,9,p462635,p234370,242,245,9,11,LEE,FALSE
59,10,"Sun 9 Oct 2022, 16:30 BST",Arsenal,Liverpool,3,2,1734802,82,substitution,"Substitution, Arsenal. Kieran Tierney replaces Martin Ødegaard.","[12185, 11419]",75001,4916,Kieran Tierney,Martin Ødegaard,12185,8,11419,9,p192895,p184029,8,7,1,1,ARS,FALSE
81,11,"Fri 14 Oct 2022, 20:00 BST",Brentford,Brighton and Hove Albion,2,0,1739619,71,substitution,"Substitution, Brentford. Shandon Baptiste replaces Frank Onyeka.","[24773, 108612]",75012,4234,Shandon Baptiste,Frank Onyeka,24773,8,108612,3,p432160,p428580,94,93,130,4,BRE,FALSE
88,11,"Sat 15 Oct 2022, 12:30 BST",Leicester City,Crystal Palace,0,0,1739827,77,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Wilfried Zaha.","[20874, 4539]",75015,4606,Jean-Philippe Mateta,Wilfried Zaha,20874,8,4539,2,p231747,p82403,168,160,6,7,CRY,FALSE
98,11,"Sat 15 Oct 2022, 15:00 BST",Fulham,Bournemouth,2,2,1740170,75,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Marcus Tavernier.","[50460, 14846]",75013,4449,Jaidon Anthony,Marcus Tavernier,50460,8,14846,5,p444180,p201658,75,535,127,3,BOU,FALSE
107,11,"Sat 15 Oct 2022, 15:00 BST",Wolverhampton Wanderers,Nottingham Forest,1,0,1740188,82,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Diego Costa.","[20337, 4941]",75020,4872,Hwang Hee-Chan,Diego Costa,20337,8,4941,4,p184754,p18507,481,625,38,20,WOL,FALSE
122,11,"Sun 16 Oct 2022, 14:00 BST",Aston Villa,Chelsea,0,2,1740968,66,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",75011,3938,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
127,11,"Sun 16 Oct 2022, 14:00 BST",Leeds United,Arsenal,0,1,1741273,89,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Luis Sinisterra.","[51754, 50498]",75014,5322,Joe Gelhardt,Luis Sinisterra,51754,8,50498,5,p462635,p224995,242,508,9,11,LEE,FALSE
131,11,"Sun 16 Oct 2022, 14:00 BST",Leeds United,Arsenal,0,1,1741213,76,substitution,"Substitution, Arsenal. Kieran Tierney replaces Ben White.","[12185, 14548]",75014,4523,Kieran Tierney,Ben White,12185,8,14548,8,p192895,p198869,8,10,1,1,ARS,FALSE
151,11,"Sun 16 Oct 2022, 16:30 BST",Liverpool,Manchester City,1,0,1741662,89,substitution,"Substitution, Manchester City. Julián Álvarez replaces Ilkay Gündogan.","[52723, 5101]",75016,5333,Julián Álvarez,Ilkay Gündogan,52723,8,5101,4,p461358,p59859,319,300,11,13,MCI,FALSE
163,12,"Tue 18 Oct 2022, 20:15 BST",Crystal Palace,Wolverhampton Wanderers,2,1,1742540,81,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",75025,4816,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
165,12,"Tue 18 Oct 2022, 20:15 BST",Crystal Palace,Wolverhampton Wanderers,2,1,1742530,75,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Diego Costa.","[20337, 4941]",75025,4490,Hwang Hee-Chan,Diego Costa,20337,8,4941,4,p184754,p18507,481,625,38,20,WOL,FALSE
181,12,"Wed 19 Oct 2022, 19:30 BST",Brentford,Chelsea,0,0,1743230,73,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",75023,4321,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
184,12,"Wed 19 Oct 2022, 19:30 BST",Brentford,Chelsea,0,0,1743192,61,substitution,"Substitution, Chelsea. Christian Pulisic replaces Marc Cucurella.","[15559, 27277]",75023,3651,Christian Pulisic,Marc Cucurella,15559,8,27277,6,p176413,p179268,140,112,4,6,CHE,FALSE
185,12,"Wed 19 Oct 2022, 19:30 BST",Brentford,Chelsea,0,0,1743157,60,substitution,"Substitution, Brentford. Shandon Baptiste replaces Frank Onyeka.","[24773, 108612]",75023,3544,Shandon Baptiste,Frank Onyeka,24773,8,108612,3,p432160,p428580,94,93,130,4,BRE,FALSE
216,12,"Thu 20 Oct 2022, 19:30 BST",Fulham,Aston Villa,3,0,1744034,58,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",75026,3421,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
220,12,"Thu 20 Oct 2022, 20:15 BST",Leicester City,Leeds United,2,0,1744369,75,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Luis Sinisterra.","[51754, 50498]",75027,4456,Joe Gelhardt,Luis Sinisterra,51754,8,50498,5,p462635,p224995,242,508,9,11,LEE,FALSE
241,13,"Sat 22 Oct 2022, 15:00 BST",Everton,Crystal Palace,3,0,1744846,62,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Michael Olise.","[20874, 32989]",75033,3688,Jean-Philippe Mateta,Michael Olise,20874,8,32989,5,p231747,p443661,168,171,6,7,CRY,FALSE
244,13,"Sat 22 Oct 2022, 15:00 BST",Manchester City,Brighton and Hove Albion,3,1,1744914,80,substitution,"Substitution, Manchester City. Julián Álvarez replaces Erling Haaland.","[52723, 65970]",75035,4764,Julián Álvarez,Erling Haaland,52723,8,65970,5,p461358,p223094,319,318,11,13,MCI,FALSE
254,13,"Sat 22 Oct 2022, 17:30 BST",Chelsea,Manchester United,1,1,1745158,74,substitution,"Substitution, Chelsea. Christian Pulisic replaces Pierre-Emerick Aubameyang.","[15559, 5110]",75032,4397,Christian Pulisic,Pierre-Emerick Aubameyang,15559,8,5110,3,p176413,p54694,140,617,4,6,CHE,FALSE
260,13,"Sun 23 Oct 2022, 14:00 BST",Aston Villa,Brentford,4,0,1745781,78,substitution,"Substitution, Brentford. Shandon Baptiste replaces Mathias Jensen.","[24773, 49726]",75031,4631,Shandon Baptiste,Mathias Jensen,24773,8,49726,10,p432160,p207283,94,88,130,4,BRE,FALSE
264,13,"Sun 23 Oct 2022, 14:00 BST",Aston Villa,Brentford,4,0,1745691,61,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",75031,3657,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
271,13,"Sun 23 Oct 2022, 14:00 BST",Leeds United,Fulham,2,3,1745813,85,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Pascal Struijk.","[51754, 33124]",75034,5059,Joe Gelhardt,Pascal Struijk,51754,8,33124,1,p462635,p222694,242,235,9,11,LEE,FALSE
280,13,"Sun 23 Oct 2022, 14:00 BST",Southampton,Arsenal,1,1,1745734,72,substitution,"Substitution, Arsenal. Kieran Tierney replaces Ben White.","[12185, 14548]",75037,4261,Kieran Tierney,Ben White,12185,8,14548,8,p192895,p198869,8,10,1,1,ARS,FALSE
284,13,"Sun 23 Oct 2022, 14:00 BST",Wolverhampton Wanderers,Leicester City,0,4,1745768,80,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Diego Costa.","[20337, 4941]",75040,4793,Hwang Hee-Chan,Diego Costa,20337,8,4941,4,p184754,p18507,481,625,38,20,WOL,FALSE
302,13,"Mon 24 Oct 2022, 20:00 BST",West Ham United,Bournemouth,2,0,1746685,57,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Ryan Christie.","[50460, 15572]",75039,3366,Jaidon Anthony,Ryan Christie,50460,8,15572,8,p444180,p158499,75,69,127,3,BOU,FALSE
314,14,"Sat 29 Oct 2022, 15:00 BST",Bournemouth,Tottenham Hotspur,2,3,1751019,63,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Philip Billing.","[50460, 8882]",75042,3752,Jaidon Anthony,Philip Billing,50460,8,8882,8,p444180,p168991,75,70,127,3,BOU,FALSE
365,14,"Sun 30 Oct 2022, 14:00 GMT",Arsenal,Nottingham Forest,5,0,1752249,76,substitution,"Substitution, Arsenal. Kieran Tierney replaces William Saliba.","[12185, 66204]",75041,4513,Kieran Tierney,William Saliba,12185,8,66204,1,p192895,p462424,8,26,1,1,ARS,FALSE
383,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702091,83,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74911,4940,Kieran Tierney,Oleksandr Zinchenko,12185,8,19620,4,p192895,p206325,8,313,1,1,ARS,FALSE
385,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702064,58,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74911,3470,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
399,1,"Sat 6 Aug 2022, 15:00 BST",Bournemouth,Aston Villa,2,0,1702403,46,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Jacob Ramsey.","[26408, 19888]",74912,2700,Emiliano Buendía,Jacob Ramsey,26408,8,19888,7,p195546,p232653,42,47,2,2,AVL,FALSE
401,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702565,84,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Patrick Bamford.","[51754, 4291]",74915,5036,Joe Gelhardt,Patrick Bamford,51754,8,4291,4,p462635,p106617,242,227,9,11,LEE,FALSE
428,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702694,65,substitution,"Substitution, Chelsea. Christian Pulisic replaces Mason Mount.","[15559, 14580]",74913,3879,Christian Pulisic,Mason Mount,15559,8,14580,6,p176413,p184341,140,142,4,6,CHE,FALSE
433,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702850,73,substitution,"Substitution, Brentford. Shandon Baptiste replaces Christian Nørgaard.","[24773, 42331]",74916,4356,Shandon Baptiste,Christian Nørgaard,24773,8,42331,3,p432160,p128295,94,79,130,4,BRE,FALSE
451,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702964,78,substitution,"Substitution, Manchester City. Julián Álvarez replaces Erling Haaland.","[52723, 65970]",74920,4669,Julián Álvarez,Erling Haaland,52723,8,65970,5,p461358,p223094,319,318,11,13,MCI,FALSE
463,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707158,60,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Philippe Coutinho because of an injury.","[26408, 4525]",74922,3555,Emiliano Buendía,Philippe Coutinho,26408,8,4525,5,p195546,p84583,42,29,2,2,AVL,FALSE
467,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707543,77,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74921,4604,Kieran Tierney,Oleksandr Zinchenko,12185,8,19620,4,p192895,p206325,8,313,1,1,ARS,FALSE
481,2,"Sat 13 Aug 2022, 15:00 BST",Manchester City,Bournemouth,4,0,1707539,74,substitution,"Substitution, Manchester City. Julián Álvarez replaces Erling Haaland.","[52723, 65970]",74927,4422,Julián Álvarez,Erling Haaland,52723,8,65970,5,p461358,p223094,319,318,11,13,MCI,FALSE
505,2,"Sat 13 Aug 2022, 17:30 BST",Brentford,Manchester United,4,0,1707738,74,substitution,"Substitution, Brentford. Shandon Baptiste replaces Mathias Jensen.","[24773, 49726]",74923,4390,Shandon Baptiste,Mathias Jensen,24773,8,49726,10,p432160,p207283,94,88,130,4,BRE,FALSE
506,2,"Sat 13 Aug 2022, 17:30 BST",Brentford,Manchester United,4,0,1707737,73,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74923,4369,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
519,2,"Sun 14 Aug 2022, 16:30 BST",Chelsea,Tottenham Hotspur,2,2,1708462,85,substitution,"Substitution, Chelsea. Christian Pulisic replaces Raheem Sterling.","[15559, 4316]",74925,5052,Christian Pulisic,Raheem Sterling,15559,8,4316,6,p176413,p103955,140,304,4,6,CHE,FALSE
536,3,"Sat 20 Aug 2022, 12:30 BST",Tottenham Hotspur,Wolverhampton Wanderers,1,0,1708676,81,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Gonçalo Guedes.","[20337, 11130]",74939,4834,Hwang Hee-Chan,Gonçalo Guedes,20337,8,11130,6,p184754,p181284,481,579,38,20,WOL,FALSE
549,3,"Sat 20 Aug 2022, 15:00 BST",Crystal Palace,Aston Villa,3,1,1708967,70,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74932,4161,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
560,3,"Sat 20 Aug 2022, 15:00 BST",Fulham,Brentford,3,2,1708983,74,substitution,"Substitution, Brentford. Shandon Baptiste replaces Josh Dasilva.","[24773, 14457]",74934,4404,Shandon Baptiste,Josh Dasilva,24773,8,14457,6,p432160,p183656,94,83,130,4,BRE,FALSE
570,3,"Sat 20 Aug 2022, 17:30 BST",Bournemouth,Arsenal,0,3,1709181,88,substitution,"Substitution, Arsenal. Kieran Tierney replaces Bukayo Saka.","[12185, 49481]",74931,5240,Kieran Tierney,Bukayo Saka,12185,8,49481,7,p192895,p223340,8,13,1,1,ARS,FALSE
575,3,"Sat 20 Aug 2022, 17:30 BST",Bournemouth,Arsenal,0,3,1709141,46,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Marcos Senesi.","[50460, 54989]",74931,2700,Jaidon Anthony,Marcos Senesi,50460,8,54989,2,p444180,p221466,75,576,127,3,BOU,FALSE
578,3,"Sun 21 Aug 2022, 14:00 BST",Leeds United,Chelsea,3,0,1709364,83,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Rodrigo.","[51754, 4095]",74935,4937,Joe Gelhardt,Rodrigo,51754,8,4095,7,p462635,p80954,242,225,9,11,LEE,FALSE
584,3,"Sun 21 Aug 2022, 14:00 BST",Leeds United,Chelsea,3,0,1709325,64,substitution,"Substitution, Chelsea. Christian Pulisic replaces Conor Gallagher.","[15559, 21887]",74935,3786,Christian Pulisic,Conor Gallagher,15559,8,21887,5,p176413,p232787,140,148,4,6,CHE,FALSE
620,4,"Sat 27 Aug 2022, 15:00 BST",Brentford,Everton,1,1,1713213,68,substitution,"Substitution, Brentford. Shandon Baptiste replaces Zanka.","[24773, 7103]",74943,4059,Shandon Baptiste,Zanka,24773,8,7103,2,p432160,p48760,94,595,130,4,BRE,FALSE
623,4,"Sat 27 Aug 2022, 15:00 BST",Brighton and Hove Albion,Leeds United,1,0,1713296,82,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Brenden Aaronson.","[51754, 63289]",74944,4885,Joe Gelhardt,Brenden Aaronson,51754,8,63289,6,p462635,p427637,242,246,9,11,LEE,FALSE
633,4,"Sat 27 Aug 2022, 15:00 BST",Chelsea,Leicester City,2,1,1713252,75,substitution,"Substitution, Chelsea. Christian Pulisic replaces Raheem Sterling.","[15559, 4316]",74945,4474,Christian Pulisic,Raheem Sterling,15559,8,4316,6,p176413,p103955,140,304,4,6,CHE,FALSE
650,4,"Sat 27 Aug 2022, 15:00 BST",Manchester City,Crystal Palace,4,2,1713263,74,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Jordan Ayew.","[20874, 5595]",74947,4424,Jean-Philippe Mateta,Jordan Ayew,20874,8,5595,5,p231747,p80146,168,159,6,7,CRY,FALSE
653,4,"Sat 27 Aug 2022, 15:00 BST",Manchester City,Crystal Palace,4,2,1713195,61,substitution,"Substitution, Manchester City. Julián Álvarez replaces Riyad Mahrez.","[52723, 8983]",74947,3643,Julián Álvarez,Riyad Mahrez,52723,8,8983,3,p461358,p103025,319,303,11,13,MCI,FALSE
667,4,"Sun 28 Aug 2022, 14:00 BST",Aston Villa,West Ham United,0,1,1713605,66,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Philippe Coutinho.","[26408, 4525]",74942,3932,Emiliano Buendía,Philippe Coutinho,26408,8,4525,5,p195546,p84583,42,29,2,2,AVL,FALSE
673,4,"Sun 28 Aug 2022, 14:00 BST",Wolverhampton Wanderers,Newcastle United,1,1,1713641,84,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Pedro Neto.","[20337, 21998]",74950,5000,Hwang Hee-Chan,Pedro Neto,20337,8,21998,6,p184754,p247632,481,486,38,20,WOL,FALSE
690,5,"Tue 30 Aug 2022, 19:30 BST",Crystal Palace,Brentford,1,1,1714468,79,substitution,"Substitution, Brentford. Yoane Wissa replaces Mathias Jensen.","[117497, 49726]",74953,4691,Yoane Wissa,Mathias Jensen,117497,8,49726,10,p216646,p207283,89,88,130,4,BRE,FALSE
707,5,"Tue 30 Aug 2022, 19:45 BST",Southampton,Chelsea,2,1,1714477,66,substitution,"Substitution, Chelsea. Christian Pulisic replaces Kai Havertz.","[15559, 20810]",74960,3947,Christian Pulisic,Kai Havertz,15559,8,20810,7,p176413,p219847,140,145,4,6,CHE,FALSE
713,5,"Tue 30 Aug 2022, 20:00 BST",Leeds United,Everton,1,1,1714362,32,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Rodrigo because of an injury.","[51754, 4095]",74955,1879,Joe Gelhardt,Rodrigo,51754,8,4095,7,p462635,p80954,242,225,9,11,LEE,FALSE
714,5,"Wed 31 Aug 2022, 19:30 BST",Bournemouth,Wolverhampton Wanderers,0,0,1714978,86,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Ryan Christie.","[50460, 15572]",74952,5150,Jaidon Anthony,Ryan Christie,50460,8,15572,8,p444180,p158499,75,69,127,3,BOU,FALSE
761,6,"Sat 3 Sep 2022, 15:00 BST",Brentford,Leeds United,5,2,1715790,83,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74962,4939,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
786,6,"Sat 3 Sep 2022, 15:00 BST",Nottingham Forest,Bournemouth,2,3,1715811,85,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Ryan Christie.","[50460, 15572]",74968,5069,Jaidon Anthony,Ryan Christie,50460,8,15572,8,p444180,p158499,75,69,127,3,BOU,FALSE
799,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715779,82,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Daniel Podence.","[20337, 11362]",74970,4899,Hwang Hee-Chan,Daniel Podence,20337,8,11362,3,p184754,p200600,481,483,38,20,WOL,FALSE
806,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715970,90 +1,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74961,5419,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
831,8,"Fri 16 Sep 2022, 20:00 BST",Aston Villa,Southampton,1,0,1724949,67,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74981,3987,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
851,8,"Sat 17 Sep 2022, 12:30 BST",Wolverhampton Wanderers,Manchester City,0,3,1725169,71,substitution,"Substitution, Manchester City. Julián Álvarez replaces Bernardo Silva.","[52723, 5067]",74990,4258,Julián Álvarez,Bernardo Silva,52723,8,5067,3,p461358,p165809,319,311,11,13,MCI,FALSE
853,8,"Sat 17 Sep 2022, 12:30 BST",Wolverhampton Wanderers,Manchester City,0,3,1725162,70,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Gonçalo Guedes.","[20337, 11130]",74990,4141,Hwang Hee-Chan,Gonçalo Guedes,20337,8,11130,6,p184754,p181284,481,579,38,20,WOL,FALSE
858,8,"Sat 17 Sep 2022, 15:00 BST",Newcastle United,Bournemouth,1,1,1725620,80,substitution,"Substitution, Bournemouth. Jaidon Anthony replaces Marcus Tavernier.","[50460, 14846]",74987,4763,Jaidon Anthony,Marcus Tavernier,50460,8,14846,5,p444180,p201658,75,535,127,3,BOU,FALSE
873,8,"Sun 18 Sep 2022, 12:00 BST",Brentford,Arsenal,0,3,1726207,76,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74982,4540,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
874,8,"Sun 18 Sep 2022, 12:00 BST",Brentford,Arsenal,0,3,1726190,69,substitution,"Substitution, Brentford. Shandon Baptiste replaces Mathias Jensen because of an injury.","[24773, 49726]",74982,4123,Shandon Baptiste,Mathias Jensen,24773,8,49726,10,p432160,p207283,94,88,130,4,BRE,FALSE
888,9,"Sat 1 Oct 2022, 12:30 BST",Arsenal,Tottenham Hotspur,3,1,1727079,73,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74991,4347,Kieran Tierney,Oleksandr Zinchenko,12185,8,19620,4,p192895,p206325,8,313,1,1,ARS,FALSE
899,9,"Sat 1 Oct 2022, 15:00 BST",Bournemouth,Brentford,0,0,1727520,61,substitution,"Substitution, Brentford. Yoane Wissa replaces Bryan Mbeumo.","[117497, 66360]",74992,3630,Yoane Wissa,Bryan Mbeumo,117497,8,66360,11,p216646,p446008,89,95,130,4,BRE,FALSE
901,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727684,84,substitution,"Substitution, Chelsea. Christian Pulisic replaces Mason Mount.","[15559, 14580]",74993,5007,Christian Pulisic,Mason Mount,15559,8,14580,6,p176413,p184341,140,142,4,6,CHE,FALSE
902,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727685,84,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74993,4998,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
943,9,"Sun 2 Oct 2022, 14:00 BST",Manchester City,Manchester United,6,3,1728601,75,substitution,"Substitution, Manchester City. Julián Álvarez replaces Kevin De Bruyne.","[52723, 4288]",74998,4474,Julián Álvarez,Kevin De Bruyne,52723,8,4288,5,p461358,p61366,319,301,11,13,MCI,FALSE
955,9,"Sun 2 Oct 2022, 16:30 BST",Leeds United,Aston Villa,0,0,1728822,64,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74995,3809,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE